100, 0.09220, 0.005
200, 0.03835, 0.005
300, 0.03553, 0.005
400, 0.03318, 0.005
500, 0.03177, 0.005
600, 0.03133, 0.005
700, 0.02942, 0.005
800, 0.02783, 0.005
900, 0.02755, 0.005
1000, 0.02657, 0.005
1100, 0.02545, 0.005
1200, 0.02512, 0.005
1300, 0.02424, 0.005
1400, 0.02493, 0.005
1500, 0.02381, 0.005
1600, 0.02288, 0.005
1700, 0.02204, 0.005
1800, 0.02147, 0.005
1900, 0.02187, 0.005
2000, 0.02057, 0.005
2100, 0.02075, 0.005
2200, 0.01953, 0.005
2300, 0.02021, 0.005
2400, 0.02008, 0.005
2500, 0.01953, 0.005
2600, 0.01930, 0.005
2700, 0.01950, 0.005
2800, 0.01900, 0.005
2900, 0.01714, 0.005
3000, 0.01904, 0.005
3100, 0.01916, 0.005
3200, 0.01799, 0.005
3300, 0.01747, 0.005
3400, 0.01680, 0.005
3500, 0.01724, 0.005
3600, 0.01719, 0.005
3700, 0.01729, 0.005
3800, 0.01712, 0.005
3900, 0.01687, 0.005
4000, 0.01641, 0.005
4100, 0.01601, 0.005
4200, 0.01554, 0.005
4300, 0.01611, 0.005
4400, 0.01593, 0.005
4500, 0.01542, 0.005
4600, 0.01554, 0.005
4700, 0.01521, 0.005
4800, 0.01562, 0.005
4900, 0.01470, 0.005
5000, 0.01458, 0.005
5100, 0.01405, 0.005
5200, 0.01430, 0.005
5300, 0.01552, 0.005
5400, 0.01411, 0.005
5500, 0.01425, 0.005
5600, 0.01468, 0.005
5700, 0.01377, 0.005
5800, 0.01411, 0.005
5900, 0.01394, 0.005
6000, 0.01383, 0.005
6100, 0.01379, 0.005
6200, 0.01323, 0.005
6300, 0.01339, 0.005
6400, 0.01331, 0.005
6500, 0.01328, 0.005
6600, 0.01330, 0.005
6700, 0.01305, 0.005
6800, 0.01254, 0.005
6900, 0.01275, 0.005
7000, 0.01291, 0.005
7100, 0.01238, 0.005
7200, 0.01178, 0.005
7300, 0.01244, 0.005
7400, 0.01219, 0.005
7500, 0.01194, 0.005
7600, 0.01219, 0.005
7700, 0.01199, 0.005
7800, 0.01214, 0.005
7900, 0.01169, 0.005
8000, 0.01148, 0.005
8100, 0.01180, 0.005
8200, 0.01166, 0.005
8300, 0.01126, 0.005
8400, 0.01108, 0.005
8500, 0.01120, 0.005
8600, 0.01129, 0.005
8700, 0.01183, 0.005
8800, 0.01158, 0.005
8900, 0.01151, 0.005
9000, 0.01024, 0.005
9100, 0.01134, 0.005
9200, 0.01113, 0.005
9300, 0.01113, 0.005
9400, 0.01077, 0.005
9500, 0.01111, 0.005
9600, 0.01105, 0.005
9700, 0.01015, 0.005
9800, 0.01013, 0.005
9900, 0.01104, 0.005
10000, 0.01112, 0.005
10100, 0.01377, 0.02
10200, 0.01324, 0.02
10300, 0.01285, 0.02
10400, 0.01268, 0.02
10500, 0.01316, 0.02
10600, 0.01265, 0.02
10700, 0.01216, 0.02
10800, 0.01166, 0.02
10900, 0.01163, 0.02
11000, 0.01222, 0.02
11100, 0.01152, 0.02
11200, 0.01128, 0.02
11300, 0.01165, 0.02
11400, 0.01073, 0.02
11500, 0.01109, 0.02
11600, 0.01052, 0.02
11700, 0.01046, 0.02
11800, 0.01030, 0.02
11900, 0.01088, 0.02
12000, 0.01085, 0.02
12100, 0.00957, 0.02
12200, 0.01019, 0.02
12300, 0.01005, 0.02
12400, 0.00992, 0.02
12500, 0.00908, 0.02
12600, 0.00918, 0.02
12700, 0.00882, 0.02
12800, 0.00903, 0.02
12900, 0.00966, 0.02
13000, 0.00908, 0.02
13100, 0.00895, 0.02
13200, 0.00852, 0.02
13300, 0.00858, 0.02
13400, 0.00855, 0.02
13500, 0.00842, 0.02
13600, 0.00855, 0.02
13700, 0.00813, 0.02
13800, 0.00788, 0.02
13900, 0.00829, 0.02
14000, 0.00808, 0.02
14100, 0.00773, 0.02
14200, 0.00771, 0.02
14300, 0.00819, 0.02
14400, 0.00768, 0.02
14500, 0.00829, 0.02
14600, 0.00780, 0.02
14700, 0.00745, 0.02
14800, 0.00796, 0.02
14900, 0.00771, 0.02
15000, 0.00732, 0.02
15100, 0.00765, 0.02
15200, 0.00685, 0.02
15300, 0.00670, 0.02
15400, 0.00742, 0.02
15500, 0.00739, 0.02
15600, 0.00670, 0.02
15700, 0.00734, 0.02
15800, 0.00756, 0.02
15900, 0.00702, 0.02
16000, 0.00708, 0.02
16100, 0.00704, 0.02
16200, 0.00706, 0.02
16300, 0.00666, 0.02
16400, 0.00666, 0.02
16500, 0.00648, 0.02
16600, 0.00698, 0.02
16700, 0.00649, 0.02
16800, 0.00681, 0.02
16900, 0.00654, 0.02
17000, 0.00667, 0.02
17100, 0.00633, 0.02
17200, 0.00607, 0.02
17300, 0.00704, 0.02
17400, 0.00660, 0.02
17500, 0.00610, 0.02
17600, 0.00616, 0.02
17700, 0.00669, 0.02
17800, 0.00650, 0.02
17900, 0.00613, 0.02
18000, 0.00636, 0.02
18100, 0.00614, 0.02
18200, 0.00644, 0.02
18300, 0.00616, 0.02
18400, 0.00626, 0.02
18500, 0.00588, 0.02
18600, 0.00624, 0.02
18700, 0.00580, 0.02
18800, 0.00589, 0.02
18900, 0.00606, 0.02
19000, 0.00600, 0.02
19100, 0.00596, 0.02
19200, 0.00577, 0.02
19300, 0.00604, 0.02
19400, 0.00626, 0.02
19500, 0.00546, 0.02
19600, 0.00620, 0.02
19700, 0.00571, 0.02
19800, 0.00637, 0.02
19900, 0.00582, 0.02
20000, 0.00583, 0.02
20100, 0.00520, 0.02
20200, 0.00577, 0.02
20300, 0.00576, 0.02
20400, 0.00569, 0.02
20500, 0.00550, 0.02
20600, 0.00567, 0.02
20700, 0.00575, 0.02
20800, 0.00572, 0.02
20900, 0.00583, 0.02
21000, 0.00581, 0.02
21100, 0.00530, 0.02
